Name,Year,Engine,Fuel,Transmission,Driven_KM,No_of_Owner,Location, Price 
Toyota Fortuner 3.0 Diesel,2010,2982 CC,Diesel,Manual,136000,Second,Chennai,11
Toyota Fortuner 3.0 Diesel,2010,2982 CC,Diesel,Manual,144113,Second,Jaipur,11.75
Honda Accord 2.4 MT,2012,2354 CC,Petrol,Manual,94989,First,Coimbatore,6.58
Maruti Swift ZDi,2012,1248 CC,Diesel,Manual,58133,First,Chennai,4.8
Skoda Fabia 1.2 MPI Classic,2008,1198 CC,Petrol,Manual,61000,Second,Pune,1.65
Jeep Compass 2.0 Sport,2017,1956 CC,Diesel,Manual,27000,First,Kolkata,15
Tata Nano Twist XT,2014,624 CC,Petrol,Manual,18050,Second,Ahmedabad,1
Ford Fiesta 1.6 ZXi ABS,2007,1596 CC,Petrol,Manual,145277,First,Hyderabad,1.65
Maruti Celerio ZDi,2015,793 CC,Diesel,Manual,42000,First,Ahmedabad,3.6
Toyota Fortuner 3.0 Diesel,2011,2982 CC,Diesel,Manual,86000,First,Delhi,11.5
Maruti Celerio ZDi,2015,793 CC,Diesel,Manual,42150,First,Ahmedabad,3.6
Hyundai EON Era Plus,2015,814 CC,Petrol,Manual,30158,First,Pune,3.05
Ford Fiesta Diesel Trend,2011,1498 CC,Diesel,Manual,47000,Second,Bangalore,6
Volkswagen Polo 1.2 MPI Comfortline,2013,1198 CC,Petrol,Manual,39000,First,Ahmedabad,3.75
Volkswagen Polo 1.2 MPI Comfortline,2016,1199 CC,Petrol,Manual,32125,First,Coimbatore,6.17
Maruti Vitara Brezza ZDi,2017,1248 CC,Diesel,Manual,58829,First,Coimbatore,9.05
Honda Brio S MT,2013,1198 CC,Petrol,Manual,67559,First,Coimbatore,4.05
Maruti Swift Dzire VXi,2013,1298 CC,Petrol,Manual,55000,First,Pune,4.25
Maruti Celerio LXI MT,2018,998 CC,Petrol,Manual,30000,First,Kolkata,3.75
Hyundai Creta 1.6 SX Plus Petrol Automatic,2016,1591 CC,Petrol,Automatic,28000,First,Mumbai,11.85
Ford Ecosport 1.5 DV5 MT Titanium,2016,1498 CC,Diesel,Manual,31826,First,Kochi,8.24
Maruti Swift VDI BSIV W ABS,2016,1248 CC,Diesel,Manual,64000,First,Hyderabad,5.99
Honda CR-V RVi MT,2008,1997 CC,Petrol,Manual,100009,Second,Jaipur,6.5
Land Rover Discovery Sport SD4 HSE Luxury 7S,2019,2179 CC,Diesel,Automatic,17201,First,Coimbatore,58.91
Mahindra XUV500 W8 2WD,2014,2179 CC,Diesel,Manual,74345,First,Delhi,8
Volkswagen Polo 1.2 MPI Highline,2015,1198 CC,Petrol,Manual,58134,First,Kochi,4.64
Hyundai i10 Magna AT,2010,1197 CC,Petrol,Automatic,30566,First,Kochi,3.32
Hyundai i10 Magna 1.2,2012,1197 CC,Petrol,Manual,55231,Second,Chennai,2.78
Chevrolet Cruze LTZ AT,2016,1998 CC,Diesel,Automatic,67774,First,Kochi,8.95
Mercedes-Benz E-Class E 200 CGI,2013,1991 CC,Petrol,Automatic,50319,First,Mumbai,21.95
Hyundai Sonata 2.4 GDI,2013,2359 CC,Petrol,Manual,45000,First,Ahmedabad,7.9
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,1796 CC,Petrol,Automatic,43627,First,Kolkata,29
Volkswagen Polo Diesel Trendline 1.2L,2013,1199 CC,Diesel,Manual,45000,First,Kolkata,3.25
Honda City i VTEC SV,2014,1497 CC,Petrol,Manual,10500,First,Mumbai,5.9
Maruti Vitara Brezza ZDi,2017,1248 CC,Diesel,Manual,21789,First,Coimbatore,9.88
Hyundai Elite i20 Asta Option,2019,1197 CC,Petrol,Manual,21134,First,Coimbatore,8.78
Tata New Safari Dicor EX 4X2,2011,2179 CC,Diesel,Manual,90000,Second,Kolkata,2.75
Nissan Sunny 2011-2014 Diesel XL,2014,1461 CC,Diesel,Manual,51553,First,Kochi,5.98
BMW 3 Series 330 Ci Convertible,2011,2497 CC,Petrol,Automatic,31000,First,Delhi,31
Toyota Corolla 1.8 J,2011,1798 CC,Petrol,Manual,67422,Second,Delhi,3.55
Hyundai Verna 1.6 SX,2015,1582 CC,Diesel,Manual,60519,First,Kochi,6.24
Maruti Swift Dzire VDi,2009,1248 CC,Diesel,Manual,34000,First,Kolkata,2.19
Maruti Dzire VDI,2013,1248 CC,Diesel,Manual,68434,First,Hyderabad,5.5
Maruti Alto K10 VXI,2014,998 CC,Petrol,Manual,17000,First,Pune,2.1
Jaguar XJ 5.0 L V8 Supercharged,2011,5000 CC,Petrol,Automatic,43686,First,Coimbatore,50.66
Mercedes-Benz New C-Class 220 CDI AT,2012,2143 CC,Diesel,Automatic,22000,First,Kolkata,14
Hyundai Verna CRDi 1.6 SX Option,2013,1582 CC,Diesel,Manual,79225,First,Mumbai,5.5
Chevrolet Aveo 1.6 LT,2007,1598 CC,Petrol,Manual,63000,Third,Pune,1.2
Maruti Swift VXI BSIV,2014,1197 CC,Petrol,Manual,61922,First,Hyderabad,5.3
Hyundai Verna 1.6 CRDi S,2015,1582 CC,Diesel,Manual,85000,First,Chennai,6.3
Mercedes-Benz GLC 220d Celebration Edition,2017,2143 CC,Diesel,Automatic,26192,First,Kochi,40.47
Toyota Fortuner 4x2 Manual,2013,2982 CC,Diesel,Manual,65000,First,Delhi,16.1
Audi Q5 2008-2012 2.0 TDI,2014,1968 CC,Diesel,Automatic,44999,First,Delhi,25
BMW 3 Series 320d Dynamic,2008,1995 CC,Diesel,Automatic,81308,Second,Mumbai,7.95
Maruti Alto 800 2016-2019 LXI,2016,796 CC,Petrol,Manual,35000,First,Delhi,2.65
Maruti Alto K10 2010-2014 VXI,2012,998 CC,Petrol,Manual,65349,First,Coimbatore,2.81
Audi A4 1.8 TFSI Technology Edition,2012,1798 CC,Petrol,Automatic,80000,First,Hyderabad,17.5
Maruti Swift VXi BSIV,2012,1197 CC,Petrol,Manual,61000,First,Mumbai,3.3
Maruti Wagon R VXI,2019,998 CC,Petrol,Manual,31817,First,Kochi,5.34
Skoda Rapid 1.5 TDI Ambition,2016,1498 CC,Diesel,Manual,41000,First,Hyderabad,8.5
Honda Jazz S,2010,1198 CC,Petrol,Manual,82606,Second,Kochi,2.69
Mahindra XUV500 W10 2WD,2015,2179 CC,Diesel,Manual,52000,First,Ahmedabad,11.5
Maruti Ritz VXi,2011,1197 CC,Petrol,Manual,50318,First,Coimbatore,4.06
Mercedes-Benz GLE 250d,2016,2143 CC,Diesel,Automatic,50000,First,Hyderabad,49
Skoda Rapid 1.6 TDI Ambition,2012,1598 CC,Diesel,Manual,72000,First,Bangalore,4.6
Hyundai Grand i10 CRDi Magna,2015,1120 CC,Diesel,Manual,63776,First,Delhi,3.96
Hyundai Elite i20 Petrol Asta,2015,1197 CC,Petrol,Manual,28133,First,Mumbai,5.6
Tata Zest Quadrajet 1.3 75PS XE,2017,1248 CC,Diesel,Manual,45000,First,Kolkata,3.75
Hyundai i20 Magna 1.4 CRDi,2015,1396 CC,Diesel,Manual,55697,First,Jaipur,5.5
Skoda Rapid 1.6 TDI Elegance,2012,1598 CC,Diesel,Manual,62000,Second,Delhi,3
Fiat Linea Emotion,2011,1368 CC,Petrol,Manual,48000,First,Mumbai,3
Maruti Swift VXI BSIII W/ ABS,2010,1298 CC,Petrol,Manual,90246,First,Pune,2.95
Tata Indica V2 2001-2011 eLS,2015,1396 CC,Diesel,Manual,80500,First,Hyderabad,2.45
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2012,2143 CC,Diesel,Automatic,119000,First,Pune,13.99
Mercedes-Benz GLE 350d,2016,2987 CC,Diesel,Automatic,28541,First,Bangalore,60.75
Hyundai Santro Xing XP,2008,1086 CC,Petrol,Manual,45500,Second,Kolkata,1.17
Honda City V MT AVN,2012,1497 CC,Petrol,Manual,41000,Second,Chennai,4.5
Hyundai i20 Magna,2010,1197 CC,Petrol,Manual,58000,Second,Mumbai,2.5
Toyota Fortuner 4x2 Manual,2015,2982 CC,Diesel,Manual,99000,First,Chennai,20.5
Hyundai Grand i10 Magna,2014,1197 CC,Petrol,Manual,31200,First,Delhi,3.9
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,2009,1896 CC,Diesel,Manual,85000,Second,Chennai,3.5
Ford EcoSport 1.5 Ti VCT AT Titanium,2016,1499 CC,Petrol,Automatic,60924,First,Hyderabad,8.3
Hyundai EON Magna Plus,2012,814 CC,Petrol,Manual,45000,First,Chennai,2.5
Nissan Micra XV CVT,2011,1198 CC,Petrol,Automatic,44000,First,Kolkata,2.65
Honda Jazz 1.2 V CVT i VTEC,2016,1199 CC,Petrol,Automatic,30534,First,Kochi,7.42
Volkswagen Polo 1.2 MPI Trendline,2016,1198 CC,Petrol,Manual,46399,First,Kochi,4.63
Maruti Alto LXi,2008,796 CC,Petrol,Manual,42000,First,Kolkata,1.09
Hyundai Verna 1.6 SX,2011,1582 CC,Diesel,Manual,67000,First,Delhi,3.8
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2013,2148 CC,Diesel,Automatic,58000,First,Mumbai,15.75
Tata Zest Revotron 1.2 XT,2015,1193 CC,Petrol,Manual,27000,First,Coimbatore,5.27
Honda Brio S Option MT,2012,1198 CC,Petrol,Manual,39566,Second,Mumbai,2.75
Honda Jazz VX Diesel,2016,1498 CC,Diesel,Manual,14980,First,Chennai,7.4
Maruti Alto K10 VXI AGS,2017,998 CC,Petrol,Automatic,18491,First,Jaipur,3.9
Maruti Zen VXi - BS III,2000,993 CC,Petrol,Manual,90000,Second,Jaipur,0.7
Hyundai i20 Sportz 1.4 CRDi,2015,1396 CC,Diesel,Manual,118211,First,Pune,5.9
Maruti SX4 S Cross DDiS 320 Zeta,2016,1598 CC,Diesel,Manual,63316,First,Coimbatore,9.58
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2014,2143 CC,Diesel,Automatic,42000,First,Delhi,24.95
Chevrolet Enjoy Petrol LS 7 Seater,2015,1399 CC,Petrol,Manual,25648,First,Kochi,4.29
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2011,2143 CC,Diesel,Automatic,67612,Second,Delhi,11.5
Mahindra XUV500 W4,2016,2179 CC,Diesel,Manual,33000,First,Mumbai,9.65
Hyundai i10 Sportz,2015,1197 CC,Petrol,Manual,20000,First,Mumbai,3.75
Hyundai Getz 1.3 GLS,2007,1341 CC,Petrol,Manual,143000,Second,Pune,1.1
Audi Q7 3.0 TDI quattro,2014,2967 CC,Diesel,Automatic,118218,First,Coimbatore,31.41
Mahindra Scorpio SLE BSIV,2012,2179 CC,Diesel,Manual,99000,Third,Pune,6
Honda Jazz 1.2 SV i VTEC,2016,1199 CC,Petrol,Manual,22700,First,Pune,5.55
Tata Safari Storme 2012-2015 EX,2017,2179 CC,Diesel,Manual,28000,First,Jaipur,10.91
Mahindra XUV500 W6 2WD,2014,2179 CC,Diesel,Manual,62000,First,Kolkata,7.25
Volkswagen Polo Diesel Comfortline 1.2L,2012,1199 CC,Diesel,Manual,107023,First,Hyderabad,3.9
Maruti Swift Dzire ZDi,2012,1248 CC,Diesel,Manual,71082,First,Delhi,3.95
Audi Q3 2.0 TDI,2013,1968 CC,Diesel,Automatic,60000,First,Mumbai,22
Maruti Celerio ZXI,2014,998 CC,Petrol,Manual,21701,First,Delhi,3.38
Honda City V MT Exclusive,2011,1497 CC,Petrol,Manual,56000,First,Mumbai,3.45
Hyundai i20 1.2 Spotz,2016,1197 CC,Petrol,Manual,32450,First,Delhi,5.75
Renault KWID RXT,2016,799 CC,Petrol,Manual,12500,First,Jaipur,2.75
Mercedes-Benz CLA 200 CDI Sport,2019,2143 CC,Diesel,Automatic,20483,First,Kochi,30.3
Ford Ecosport 1.5 DV5 MT Titanium,2014,1498 CC,Diesel,Manual,45800,First,Hyderabad,7.5
Hyundai i20 Asta 1.2,2015,1197 CC,Petrol,Manual,35441,First,Coimbatore,6.87
Toyota Innova 2.5 ZX Diesel 7 Seater,2015,2494 CC,Diesel,Manual,86398,First,Bangalore,15.2
Nissan Sunny 2011-2014 Diesel XL,2012,1461 CC,Diesel,Manual,150000,First,Chennai,3.5
Maruti Swift VDI BSIV,2014,1248 CC,Diesel,Manual,89000,First,Hyderabad,5.85
Maruti A-Star Vxi,2010,998 CC,Petrol,Manual,68375,First,Hyderabad,2.5
Maruti Swift ZXI,2013,1197 CC,Petrol,Manual,52000,First,Pune,3.95
Mercedes-Benz CLA 200 CDI Sport,2017,2143 CC,Diesel,Automatic,39000,First,Jaipur,27
Maruti Ertiga ZXI,2014,1373 CC,Petrol,Manual,68000,Second,Bangalore,6.75
Maruti Wagon R LXI,2007,998 CC,Petrol,Manual,71000,Second,Jaipur,1.5
Volkswagen Polo Diesel Trendline 1.2L,2012,1199 CC,Diesel,Manual,72003,First,Hyderabad,3.9
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,1498 CC,Diesel,Manual,135670,First,Hyderabad,6.55
Honda City i DTEC VX,2017,1498 CC,Diesel,Manual,65850,First,Kochi,9.44
Toyota Corolla Altis 1.8 GL,2015,1798 CC,Petrol,Manual,53920,First,Coimbatore,10.77
Mahindra XUV500 W8 2WD,2014,2179 CC,Diesel,Manual,58000,First,Ahmedabad,7.5
Maruti Alto 800 2016-2019 VXI,2016,796 CC,Petrol,Manual,4000,First,Kolkata,3
BMW 5 Series 530d M Sport,2010,2993 CC,Diesel,Automatic,58000,First,Chennai,11.75
Hyundai EON D Lite Plus,2016,814 CC,Petrol,Manual,29832,First,Kochi,3.29
Maruti Swift Dzire VDI,2016,1248 CC,Diesel,Manual,71156,First,Chennai,6.5
Maruti Celerio CNG VXI MT,2015,998 CC,CNG,Manual,64687,First,Delhi,3.8
Audi A4 2.0 TDI,2011,1968 CC,Diesel,Automatic,54000,First,Hyderabad,18
Skoda Superb Elegance 1.8 TSI AT,2009,1798 CC,Petrol,Automatic,75000,Second,Bangalore,4.95
Tata Zest Revotron 1.2T XM,2015,1193 CC,Petrol,Manual,39208,First,Kochi,4.52
Force One LX ABS 7 Seating,2014,2149 CC,Diesel,Manual,41000,First,Kolkata,8
Honda City i-VTEC VX,2013,1497 CC,Petrol,Manual,38622,First,Coimbatore,6.26
Nissan Sunny 2011-2014 XV,2016,1498 CC,Petrol,Manual,18000,First,Chennai,7.5
Maruti Swift 1.3 LXI,2012,,Petrol,Manual,52000,First,Delhi,3.65
Volkswagen Vento Petrol Highline AT,2011,1598 CC,Petrol,Automatic,45000,First,Mumbai,3.35
Hyundai Verna 1.6 SX VTVT AT,2014,1591 CC,Petrol,Automatic,48656,First,Mumbai,5.5
Hyundai Verna CRDi 1.6 AT SX Plus,2012,1582 CC,Diesel,Automatic,79000,First,Bangalore,5.25
Audi A4 2.0 TDI Multitronic,2012,1968 CC,Diesel,Automatic,88000,First,Bangalore,16.25
Maruti SX4 Vxi BSIV,2009,1586 CC,Petrol,Manual,92000,First,Delhi,2.7
Ford Endeavour 2.2 Titanium AT 4X2,2019,2198 CC,Diesel,Automatic,9000,First,Chennai,32.9
Maruti Swift LXI BSIV,2008,1197 CC,Petrol,Manual,50121,First,Coimbatore,3.41
Hyundai Grand i10 CRDi Magna,2014,1120 CC,Diesel,Manual,79000,First,Hyderabad,4.15
Volkswagen Polo 1.5 TDI Highline,2014,1498 CC,Diesel,Manual,46000,Second,Hyderabad,5.9
Mercedes-Benz E-Class 230,2012,2496 CC,Petrol,Automatic,100000,First,Pune,11.5
Hyundai i20 Asta 1.2,2015,1197 CC,Petrol,Manual,41000,First,Kolkata,4.75
Maruti Alto K10 VXI AGS,2015,998 CC,Petrol,Automatic,25000,First,Chennai,3.5
Maruti Ertiga VDI,2014,1248 CC,Diesel,Manual,71899,First,Pune,7.25
Maruti Celerio VXI AT,2016,998 CC,Petrol,Automatic,7100,First,Mumbai,4.35
Renault KWID Climber 1.0 AMT,2018,999 CC,Petrol,Automatic,38171,Second,Coimbatore,4.99
Mahindra Scorpio SLE BSIV,2013,2179 CC,Diesel,Manual,70359,First,Bangalore,7.65
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2011,2494 CC,Diesel,Manual,200000,First,Chennai,9
Volkswagen Polo Diesel Highline 1.2L,2017,1199 CC,Diesel,Manual,26969,First,Chennai,6.9
Ford Figo Diesel ZXI,2011,1399 CC,Diesel,Manual,56500,First,Chennai,2.9
Nissan Terrano XL Plus 85 PS,2014,1461 CC,Diesel,Manual,40000,First,Kolkata,5.75
Force One LX 4x4,2014,2200 CC,Diesel,Manual,41000,First,Kolkata,8
Renault KWID 1.0 RXT Optional AMT,2017,999 CC,Petrol,Automatic,53105,First,Kochi,4.41
Skoda Rapid 1.5 TDI Elegance,2013,1498 CC,Diesel,Manual,23000,First,Mumbai,4.95
Mahindra XUV500 AT W10 FWD,2016,2179 CC,Diesel,Automatic,80999,First,Hyderabad,14.4
Ford Figo Diesel Titanium,2012,1399 CC,Diesel,Manual,82000,First,Chennai,2.95
Mahindra Bolero ZLX,2017,2523 CC,Diesel,Manual,68557,First,Coimbatore,8.14
Volkswagen Vento 1.5 TDI Highline,2016,1498 CC,Diesel,Manual,34000,First,Hyderabad,8.45
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2015,2494 CC,Diesel,Manual,77000,First,Pune,12.5
Mahindra XUV500 W8 2WD,2012,2179 CC,Diesel,Manual,48000,First,Mumbai,6.5
Ford Ecosport 1.5 Ti VCT MT Titanium,2015,1499 CC,Petrol,Manual,28232,Second,Coimbatore,7.72
Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,2011,1968 CC,Diesel,Automatic,110000,First,Chennai,8
Tata New Safari DICOR 2.2 VX 4x4,2009,2179 CC,Diesel,Manual,120000,Second,Chennai,3
BMW 3 Series 330d Convertible,2013,2993 CC,Diesel,Automatic,49000,First,Mumbai,29
Volkswagen Polo 1.2 MPI Highline,2014,1198 CC,Petrol,Manual,22000,First,Kolkata,4.11
Hyundai i20 Magna Optional 1.2,2015,1197 CC,Petrol,Manual,14925,First,Coimbatore,5.37
Maruti Ertiga ZDI,2013,1248 CC,Diesel,Manual,75000,First,Mumbai,6.55
Honda City i VTEC V,2015,1497 CC,Petrol,Manual,23000,First,Chennai,7
Honda City 1.5 S MT,2014,1497 CC,Petrol,Manual,57000,First,Mumbai,5.48
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2013,1968 CC,Diesel,Automatic,76718,First,Kochi,6.51
Honda Amaze VX i-DTEC,2016,1498 CC,Diesel,Manual,138000,First,Pune,5.15
Mahindra XUV500 W8 2WD,2013,2179 CC,Diesel,Manual,140000,Second,Hyderabad,9
Toyota Corolla Altis VL,2008,1798 CC,Petrol,Automatic,110000,Second,Mumbai,2.75
Hyundai Santro Xing XL eRLX Euro III,2005,1086 CC,Petrol,Manual,126000,Second,Pune,1.2
BMW 3 Series 320d,2012,1995 CC,Diesel,Automatic,73000,First,Bangalore,12.5
Ford EcoSport 1.5 Diesel Trend,2017,1498 CC,Diesel,Manual,63423,First,Kochi,7.69
Hyundai i20 Asta Optional with Sunroof 1.2,2013,1197 CC,Petrol,Manual,62132,First,Kochi,4.57
Honda City 1.5 S AT,2013,1497 CC,Petrol,Automatic,51000,First,Mumbai,4.5
Maruti Ritz VDI (ABS) BS IV,2015,1248 CC,Diesel,Manual,75000,First,Hyderabad,4.9
Hyundai i10 Era 1.1,2008,1086 CC,Petrol,Manual,55410,First,Kolkata,1.65
Chevrolet Sail 1.2 LS,2015,1199 CC,Petrol,Manual,41000,First,Mumbai,3.25
Hyundai Verna 1.6 SX CRDi (O),2012,1582 CC,Diesel,Manual,45000,First,Chennai,6.25
Hyundai Creta 1.6 SX Option,2018,1591 CC,Petrol,Manual,53322,First,Kochi,12.13
Chevrolet Sail 1.2 LS,2013,1199 CC,Petrol,Manual,48000,First,Jaipur,3.25
Audi Q5 2.0 TDI,2013,1968 CC,Diesel,Automatic,72000,First,Hyderabad,29
Honda City 1.5 V MT Exclusive,2013,1497 CC,Petrol,Manual,50266,First,Kochi,5.53
Ford EcoSport 1.5 Petrol Titanium,2017,1497 CC,Petrol,Manual,21800,First,Hyderabad,8.75
Audi Q7 3.0 TDI Quattro Premium Plus,2014,2967 CC,Diesel,Automatic,45000,Second,Bangalore,37.9
Hyundai i10 Magna 1.2,2010,1197 CC,Petrol,Manual,62000,First,Delhi,2.4
Hyundai i20 1.2 Asta,2014,1197 CC,Petrol,Manual,41681,First,Chennai,4.55
Maruti Swift Dzire 1.2 Vxi BSIV,2011,1197 CC,Petrol,Manual,69313,Second,Delhi,2.65
Tata Indica V2 eLX,2017,1396 CC,Diesel,Manual,49000,Second,Pune,1.6
BMW 5 Series 2010-2013 530d,2012,2993 CC,Diesel,Automatic,40471,Second,Coimbatore,25.72
Maruti Swift VDI,2013,1248 CC,Diesel,Manual,60000,First,Ahmedabad,4.15
Ford Freestyle Titanium Plus Petrol,2018,1194 CC,Petrol,Manual,1001,First,Jaipur,7.23
Hyundai Verna XXi ABS (Petrol),2008,1599 CC,Petrol,Manual,38000,Second,Bangalore,2.6
BMW 3 Series 320d Highline,2008,1995 CC,Diesel,Automatic,66000,Second,Mumbai,7.25
Toyota Innova 2.5 G4 Diesel 8-seater,2017,2494 CC,Diesel,Manual,33901,First,Kochi,14.29
Mercedes-Benz New C-Class C 250 CDI Elegance,2011,2143 CC,Diesel,Automatic,57000,Second,Hyderabad,17.25
Hyundai Elantra 1.6 SX,2013,1582 CC,Diesel,Manual,170000,First,Pune,7.5
Maruti Ritz ZDi,2014,1248 CC,Diesel,Manual,60000,First,Hyderabad,4.35
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,1248 CC,Diesel,Manual,85000,First,Pune,8.9
Hyundai Xcent 1.2 Kappa S,2016,1197 CC,Petrol,Manual,146000,Second,Kolkata,3.5
Honda City i DTEC V,2014,1498 CC,Diesel,Manual,56002,First,Kolkata,6.1
Renault KWID RXT,2016,799 CC,Petrol,Manual,8554,First,Mumbai,3.2
Toyota Etios Cross 1.4L VD,2014,1364 CC,Diesel,Manual,62322,First,Jaipur,4.9
Maruti Alto K10 VXI,2015,998 CC,Petrol,Manual,37929,First,Kochi,3.69
Tata Tiago 1.2 Revotron XM Option,2016,1199 CC,Petrol,Manual,5400,First,Chennai,3.98
Hyundai i20 1.4 CRDi Magna,2013,1396 CC,Diesel,Manual,60000,First,Kolkata,2.95
Audi A4 2.0 TDI,2014,1968 CC,Diesel,Automatic,55730,First,Kochi,15.21
Maruti Swift VDI,2015,1248 CC,Diesel,Manual,62000,First,Hyderabad,6.3
Volkswagen Ameo 1.2 MPI Highline,2017,1198 CC,Petrol,Manual,14576,First,Kochi,6.69
Honda BRV i-VTEC V CVT,2017,1497 CC,Petrol,Automatic,17000,First,Mumbai,9.5
Hyundai i20 Asta,2009,1197 CC,Petrol,Manual,28000,First,Mumbai,2.65
Hyundai Santa Fe 4X4,2012,2199 CC,Diesel,Manual,58200,First,Ahmedabad,7.5
Honda City 1.5 GXI,2002,,Petrol,Manual,53000,Second,Bangalore,1.85
Maruti Celerio ZXI Optional AMT,2018,998 CC,Petrol,Automatic,12278,First,Kochi,5.63
Hyundai Creta 1.6 SX,2018,1591 CC,Petrol,Manual,17665,First,Coimbatore,11.78
Tata Indica V2 DL BSIII,2004,1396 CC,Diesel,Manual,200000,Second,Hyderabad,0.85
Volkswagen Vento Petrol Highline,2011,1598 CC,Petrol,Manual,55893,First,Mumbai,3.35
Maruti Celerio VXI,2015,998 CC,Petrol,Manual,60586,First,Kochi,4.11
Mercedes-Benz CLA 200 D Sport Edition,2015,2143 CC,Diesel,Automatic,13500,First,Ahmedabad,25.51
Maruti Alto 800 LXI,2017,796 CC,Petrol,Manual,30000,First,Jaipur,3.1
Ford Endeavour 3.2 Titanium AT 4X4,2018,3198 CC,Diesel,Automatic,12000,First,Delhi,33.5
Tata Zest Revotron 1.2T XE,2017,1193 CC,Petrol,Manual,65000,First,Kolkata,4.8
Volkswagen Vento 1.6 Comfortline,2014,1598 CC,Petrol,Manual,38000,First,Kolkata,3.49
Maruti Ertiga ZXI,2012,1373 CC,Petrol,Manual,25000,Second,Mumbai,5.15
Mercedes-Benz M-Class ML 350 CDI Corporate,2011,2987 CC,Diesel,Automatic,100000,First,Mumbai,14.41
Volkswagen Polo 1.2 MPI Highline,2014,1199 CC,Petrol,Manual,13710,First,Mumbai,4.75
Toyota Fortuner 4x2 AT,2015,2982 CC,Diesel,Automatic,100000,First,Jaipur,19
Maruti Celerio VXI,2017,998 CC,Petrol,Manual,17000,First,Hyderabad,4.9
BMW 3 Series 320d Corporate Edition,2008,1995 CC,Diesel,Automatic,89000,Second,Chennai,6.3
Honda City ZX VTEC,2006,1497 CC,Petrol,Manual,100173,Second,Jaipur,2.4
Mitsubishi Cedia Sports,2009,1999 CC,Petrol,Manual,97000,First,Pune,3
Renault Pulse Petrol RxL,2016,1198 CC,Petrol,Manual,40190,First,Delhi,4.25
Volkswagen Polo 1.5 TDI Highline,2016,1498 CC,Diesel,Manual,29647,First,Hyderabad,6.3
Maruti Baleno RS Petrol,2018,998 CC,Petrol,Manual,43639,First,Kochi,8.15
Hyundai i10 Magna,2012,1197 CC,Petrol,Manual,37333,First,Kochi,3.22
Hyundai i20 1.2 Spotz,2018,1197 CC,Petrol,Manual,48407,First,Kochi,7.65
BMW Z4 2009-2013 35i,2011,2979 CC,Petrol,Automatic,25000,First,Delhi,30
Hyundai i10 Sportz 1.2,2010,1197 CC,Petrol,Manual,72400,Second,Pune,2.3
Mini Cooper S Carbon Edition,2012,1598 CC,Petrol,Automatic,18000,First,Delhi,22
Honda Brio V MT,2012,1198 CC,Petrol,Manual,65167,First,Pune,3.28
Maruti Ciaz ZXi Option,2016,1373 CC,Petrol,Manual,25418,First,Kochi,7.09
Maruti Swift Dzire ZDi,2013,1248 CC,Diesel,Manual,38995,First,Coimbatore,6.46
Volkswagen Polo Diesel Comfortline 1.2L,2012,1199 CC,Diesel,Manual,60000,First,Chennai,4
BMW X1 sDrive20d,2011,1995 CC,Diesel,Automatic,72000,First,Delhi,11
Audi Q7 3.0 TDI Quattro Premium Plus,2016,2967 CC,Diesel,Automatic,31075,Second,Coimbatore,49.79
Ford Figo 1.5D Trend MT,2015,1498 CC,Diesel,Manual,4311,First,Kolkata,4.8
BMW 3 Series Luxury Line,2017,1995 CC,Diesel,Automatic,21000,First,Bangalore,35
Mercedes-Benz M-Class ML 350 CDI Corporate,2011,2987 CC,Diesel,Automatic,54000,First,Bangalore,21.99
Maruti Wagon R LX BSIII,2007,1061 CC,Petrol,Manual,50000,Second,Mumbai,1.1
Maruti Baleno Zeta 1.2,2018,1197 CC,Petrol,Manual,13000,First,Delhi,6.6
Maruti Dzire VXI,2013,1197 CC,Petrol,Manual,74000,First,Pune,4.5
Chevrolet Aveo U-VA 1.2 LT,2009,1150 CC,Petrol,Manual,75000,Second,Pune,1
Volkswagen Polo 1.5 TDI Highline,2017,1498 CC,Diesel,Manual,25000,First,Chennai,6.9
Land Rover Freelander 2 TD4 SE,2012,2179 CC,Diesel,Automatic,139000,First,Hyderabad,16.75
Audi Q5 30 TDI quattro Premium,2015,1968 CC,Diesel,Automatic,52000,First,Mumbai,25.49
Audi A6 35 TDI Matrix,2015,1968 CC,Diesel,Automatic,20000,First,Chennai,35.5
Hyundai Grand i10 1.2 CRDi Sportz,2018,1186 CC,Diesel,Manual,32663,First,Kochi,6.28
Mahindra Scorpio SLE BSIV,2012,2179 CC,Diesel,Manual,76777,Second,Delhi,4.88
Tata Bolt Quadrajet XE,2016,1248 CC,Diesel,Manual,100303,First,Hyderabad,3.7
Hyundai EON Era Plus,2015,814 CC,Petrol,Manual,43993,First,Kochi,3.45
